Gene	coef	exp(coef)	se(coef)	z	cox.pval	surv.pval	surv.pval
AFF2	-0.00107509108957489	0.998925486613804	0.00149346288553503	-0.719864617987968	0.471608354666996	0.181	0.181
AFF3	-1.21020846542203e-05	0.999987897988576	2.81025636015675e-05	-0.430639881321905	0.66673023817439	0.128	0.128
AGAP11	0.000265233885242705	1.00026526906286	0.00210012379983162	0.126294404769838	0.89949888514375	0.833	0.833
AGAP4	-0.000420341102528687	0.999579747228416	0.000548558896237813	-0.76626430709905	0.44351905152564	0.319	0.319
AGBL1	0.0336884899175154	1.03426237338401	0.0232396291133318	1.44961392254705	0.147166211353414	NaN	NaN
AGBL2	-0.0105764375518993	0.989479296302146	0.00437043024503876	-2.41999916687962	0.0155205426599121	0.002	0.002
AGBL4	-0.0138076266441346	0.986287261404339	0.00961066259557902	-1.43669871945002	0.150803618992305	0.149	0.149
AGMAT	-0.0020777928089708	0.997924364308235	0.00225081073506262	-0.923130841968812	0.355939023678767	0.042	0.042
AGPAT4	0.000947563117623008	1.00094801219739	0.000383024625760054	2.47389607324259	0.0133648568658626	0.609	0.609
AGR2	-4.68296016384663e-06	0.999995317050801	6.66524104386623e-06	-0.702594269738555	0.482308634590503	0.17	0.17
AGR3	-6.74354356713259e-05	0.999932566838047	3.8371400994731e-05	-1.75744001842898	0.078842837239646	0.305	0.305
AGTR2	0.0230112208597257	1.02327802154194	0.027732519115958	0.829755882020989	0.40667681924981	NaN	NaN
AGXT	-0.000257069883859744	0.999742963155772	0.00146325438584372	-0.175683658526344	0.860542474223499	NaN	NaN
AHR	4.94182618613455e-07	1.00000049418274	6.00267297387668e-05	0.00823270934072392	0.993431322524969	0.034	0.034
AHRR	0.0014997034299471	1.00150082854751	0.00107352232804132	1.39699323504836	0.162415605444425	0.015	0.015
AIDA	-0.000129469236054488	0.999870539144725	0.000162459401222071	-0.79693286495321	0.425490022564499	0.547	0.547
AJAP1	-0.00170815999306705	0.998293298081887	0.00281830165825402	-0.606095514319529	0.544451329497339	0.556	0.556
AKAP3	-0.00240807149200626	0.997594825586225	0.00281000748796535	-0.856962660177776	0.391465521105123	0.293	0.293
AKNAD1	0.022912814741082	1.02317732967797	0.0155213454156049	1.47621318433167	0.139886671257305	0.072	0.072
AKR1C2	-4.60223836532998e-05	0.99995397867536	8.15881677627168e-05	-0.564081593144081	0.572698604393377	0.461	0.461
AKR1C3	-0.00020684840476614	0.99979317298689	0.000180144776227273	-1.14823426522886	0.25087186743937	0.03	0.03
AKR1C4	-0.0805017023475817	0.92265333290575	0.205603792384614	-0.391538022786032	0.695399589194905	NaN	NaN
AKR1CL1	0.109431690504024	1.11564385926247	0.0766563595621362	1.42756179825264	0.15341802583621	NaN	NaN
AKR1D1	9.58324222465026e-05	1.00009583701432	0.00119417491949372	0.0802499036633021	0.936038500728119	0.559	0.559
AKR7A3	4.12889335076425e-05	1.00004128978591	5.85827339947998e-05	0.704796971601012	0.480936593458886	0.213	0.213
ALCAM	1.74544613335053e-07	1.00000017454463	1.8268734329832e-05	0.00955428056392662	0.99237690302679	0.146	0.146
ALDH1A3	2.87632191591201e-05	1.00002876363282	5.06178674504887e-05	0.568242413358376	0.569870375531144	0.241	0.241
ALDH1L1	0.000245760102891508	1.00024579030438	0.000710212775876778	0.346037288034013	0.72931469198785	0.204	0.204
ALDH2	-9.48801964522624e-05	0.999905124304531	5.38741383234984e-05	-1.76114550329389	0.0782137790689443	0.18	0.18
ALDH3A1	-0.00669139653773809	0.993330941005186	0.00450559267021221	-1.48513126407917	0.137509055674739	0.046	0.046
ALDH3B1	0.000312592276282867	1.00031264113834	0.000261557905222737	1.19511691308535	0.232041354842572	0.439	0.439
ALDH3B2	2.78454896463682e-05	1.00002784587734	1.36126951768122e-05	2.04555301391013	0.0408003682876579	0.838	0.838
ALG1L	0.00102988890345797	1.00103041942114	0.000576336432602187	1.78695783434681	0.0739443038545087	0.076	0.076
ALK	-0.00267600310145332	0.997327574203175	0.00269995754891265	-0.991127842928871	0.321623158928672	0.734	0.734
ALMS1P	0.000557729514629051	1.00055788507465	0.0150519388689655	0.0370536659419335	0.970442215857476	0.551	0.551
ALOX12B	-0.000901616833222605	0.999098789501106	0.00557126245227421	-0.161833487642386	0.871436981307441	0.437	0.437
ALOX5	-0.000305268271320371	0.999694778318297	0.000254759687015306	-1.19825972035375	0.230815922399421	0.158	0.158
ALPK3	0.000590084258743571	1.00059025839271	0.000392935958282977	1.50173137964283	0.133166496378051	0.234	0.234
ALPL	9.51879260225837e-05	1.00009519245654	5.64165367368893e-05	1.68723447996308	0.0915582738595837	0.548	0.548
ALPP	-0.0206709965566798	0.979541183983309	0.0217440576677422	-0.950650374117874	0.341781887840122	NaN	NaN
ALS2CR8	-8.69927575269638e-05	0.999913011026233	0.00116136975133033	-0.0749053067959749	0.94029005420937	0.202	0.202
AMBP	0.000183723719474506	1.00018374059771	0.000163174555922484	1.12593362632949	0.260193614797625	0.403	0.403
AMOT	8.00493782675935e-05	1.0000800525823	0.000111629282430014	0.717100177704543	0.473312286120264	0.308	0.308
AMOTL1	-1.5773898595196e-06	0.999998422611385	0.000105958500193564	-0.0148868647313622	0.988122439188719	0.5	0.5
AMPD1	0.00142105479718936	1.00142206497401	0.00164424271580211	0.864260965569261	0.387444548123452	0.094	0.094
AMPH	-0.000302221254109342	0.999697824410134	0.000284939402829881	-1.06065097037414	0.288848549518403	0.087	0.087
AMT	-0.000412477579803468	0.999587607477378	0.00096881601198364	-0.425754296689343	0.670286892899469	0.519	0.519
AMTN	0.000659137068049466	1.00065935434662	0.000293025709899265	2.24941718689483	0.0244859661460328	NaN	NaN
ANGPTL4	0.000101015723914123	1.00010102082617	0.000107151934808966	0.942733550208097	0.34581720800148	0.26	0.26
ANK1	-9.4019986235788e-05	0.999905984433505	0.000182343883189105	-0.515619085167128	0.606120477963934	0.465	0.465
ANKH	-1.46167303361857e-05	0.999985383376488	5.81482204101131e-05	-0.251370209321894	0.801527897918467	0.384	0.384
ANKK1	-0.0158338265182041	0.984290869507004	0.00691311828822784	-2.29040294958747	0.0219979687092438	0.497	0.497
ANKRD1	-0.000306837513147798	0.999693209556668	0.000872507253661559	-0.351673309144567	0.725083279685685	0.654	0.654
ANKRD24	-0.00374668956943382	0.996260320514329	0.00258668685080037	-1.44845115993632	0.147490915701522	0.069	0.069
ANKRD30B	3.20986961875151e-05	1.00003209921136	7.99008392868232e-05	0.401731652308296	0.687881527358249	0.782	0.782
ANKRD34A	0.000801856408320248	1.00080217798112	0.00196309622372188	0.408465157556053	0.682932205560558	0.464	0.464
ANKRD35	0.00070367053143662	1.00070391816563	0.000486358210384883	1.44681536450215	0.147948642367905	0.071	0.071
ANKRD36BP1	-0.00020105448063721	0.99979896572946	0.000511764010418156	-0.392865610993104	0.69441874203263	0.948	0.948
ANKRD45	-0.000494866479577981	0.999505255946643	0.00325853758645237	-0.151867660399385	0.879291315648052	0.612	0.612
ANKRD52	0.000344882188485873	1.00034494166719	0.000113865185013979	3.02886425243619	0.00245474956185365	0.03	0.03
ANKS1B	0.00143981706782619	1.00144085410207	0.0005742256167024	2.50740654186523	0.0121620739102448	0.977	0.977
ANO1	-1.10977480893629e-05	0.99998890231349	2.22783136149444e-05	-0.498141299255187	0.618384453208559	0.708	0.708
ANO2	-0.000127032933194723	0.999872975135147	0.000293922873249702	-0.432198187879045	0.66559737629839	0.524	0.524
ANO4	-0.000645133510718696	0.999355074543161	0.00390657909457278	-0.165140265972075	0.868833580415671	0.629	0.629
ANP32C	-0.0618093355915045	0.940062106090582	0.0556469456946152	-1.11074084695875	0.266679914694119	0.66	0.66
ANP32D	0.111846366069273	1.11834103231736	0.247670254097262	0.451593860057778	0.651561594058787	NaN	NaN
ANP32E	-1.83378945881126e-05	0.99998166227355	4.86165023126472e-05	-0.37719485598087	0.706028802791001	0.315	0.315
ANXA1	6.13069020219409e-06	1.00000613070899	2.65049987263762e-05	0.231303169092146	0.817079284858049	0.156	0.156
ANXA3	3.92871880034442e-05	1.00003928795976	0.000139952289134791	0.280718438021446	0.778926365680891	0.367	0.367
ANXA6	-1.11661077873616e-05	0.999988833954553	3.44555660877628e-05	-0.324072684190418	0.745883006746913	0.39	0.39
AOX1	2.58033777787773e-05	1.00002580371069	0.000156493421284248	0.164884744464173	0.869034700198901	0.746	0.746
APBA1	-0.000202844138312824	0.999797176433168	0.000393591745132813	-0.515366851112125	0.606296692038991	0.638	0.638
APBB3	3.10886091162946e-05	1.00003108909237	0.000521023675442274	0.0596683233058553	0.952419801105881	0.416	0.416
APLF	0.00132632218325013	1.00132720213751	0.00177014878623047	0.749271583025814	0.453693531806712	0.257	0.257
APOBEC3A	-0.000323675199645594	0.999676377177521	0.00100494979225713	-0.322080965775033	0.747391357704993	0.615	0.615
APOBEC3C	-0.00121683253818375	0.99878390750233	0.000576347530300358	-2.1112826449514	0.0347480248595535	0.008	0.008
APOBEC3H	-0.00776462097603135	0.99226544582399	0.00682901275773574	-1.13700490121881	0.255536236758232	0.02	0.02
APOC1	-0.000111792730462123	0.999888213518112	7.65616074098926e-05	-1.46016697198652	0.144244190099898	0.491	0.491
APOD	-1.17240031907451e-06	0.999998827600368	2.74325364493899e-06	-0.427375835711532	0.669105604872034	0.072	0.072
APOL1	-0.000181126989058738	0.999818889413444	7.36322991191812e-05	-2.45988501276548	0.0138981536563499	0.274	0.274
APOL3	-0.000445465276948041	0.999554633927977	0.000163103517084127	-2.73118130688914	0.00631077432786875	0.005	0.005
APOL4	-0.000917106300142687	0.999083314113309	0.000392426064310567	-2.33701678749067	0.0194383112052673	0.125	0.125
APOL6	-0.000112998085332458	0.999887008298711	5.62933754044456e-05	-2.0073069792069	0.0447169864845	0.051	0.051
AQP1	-1.93089596957274e-05	0.999980691226721	2.47657612934473e-05	-0.779663482456173	0.435588978777593	0.962	0.962
AQP10	-0.0498084668055732	0.951411633960044	0.105149013736625	-0.473694094081876	0.635718065478	NaN	NaN
AQP2	0.00187977228394177	1.00188154016342	0.00545537662622441	0.344572412270413	0.730415848811106	0.307	0.307
AQP7	-0.000726506320657593	0.999273757521161	0.000747237398333248	-0.972256370302268	0.33092302323872	0.136	0.136
AQP8	-0.0377373591901372	0.962965821804631	0.0434191999817785	-0.869139901379441	0.384770614369419	0.341	0.341
ARAP3	0.00040156424414621	1.00040164488186	0.00048031473662081	0.836043980185497	0.403130161569294	0.425	0.425
ARHGAP24	7.62292039648487e-05	1.00007623210948	0.000609585570569666	0.125050866761186	0.900483280505636	0.945	0.945
ARHGAP29	1.08848232525331e-05	1.00001088488249	5.4583742477175e-05	0.199415114437871	0.841938038302966	0.678	0.678
ARHGAP31	-0.000329824138995601	0.999670230247006	0.000211921244354302	-1.55635240818133	0.119624315529373	0.119	0.119
ARHGAP36	3.24950526246268e-06	1.00000324951054	1.44346691882217e-05	0.225118097276118	0.821887402702247	0.084	0.084
ARHGAP4	5.69327422004537e-05	1.0000569343629	0.000147513832160295	0.385948499653837	0.699534810541101	0.724	0.724
ARHGEF37	0.000117864363559202	1.00011787130984	0.000158145853249448	0.745288992012274	0.45609703432806	0.579	0.579
ARL11	0.00156924456592661	1.00157047647448	0.00100561899039412	1.56047626478453	0.118647374676327	0.222	0.222
ARL4A	0.000122924589724271	1.00012293214526	0.000140410149695096	0.875467977145561	0.381319326797204	0.613	0.613
ARMC4	-0.00305755505168137	0.996947114509407	0.00264299669700695	-1.15685163554835	0.247332981370339	0.019	0.019
ARMC9	0.000155957167263707	1.00015596932922	0.000524395972599371	0.297403442079551	0.766158516109497	0.354	0.354
ARMCX2	-0.000132547663513575	0.99986746112054	0.00014274718732613	-0.92854833777388	0.353123206033033	0.961	0.961
ARR3	-0.300922085382545	0.740135437869707	0.269434671744591	-1.11686474288581	0.264052161522659	NaN	NaN
ARSB	0.000439650554130046	1.0004397472146	0.000378355017666346	1.16200534842055	0.245233292419045	0.32	0.32
ARSJ	-0.000155841838807594	0.999844170303901	0.000600263579443785	-0.259622346156667	0.795155097505237	0.556	0.556
ART1	-0.0038129762682262	0.996194283895243	0.0371259054823485	-0.10270392650865	0.918197957224122	NaN	NaN
ART4	-0.00027025847483349	0.999729778041698	0.000743813032042873	-0.363341946417944	0.716349462574294	0.077	0.077
ART5	0.00385325625477166	1.0038606895911	0.00558838338502104	0.689511794251595	0.490501253737895	0.161	0.161
ASB18	-0.495363320557651	0.609349477881708	0.784462083594567	-0.631468787232894	0.52773405157284	NaN	NaN
ASCL4	-0.00206190439214858	0.997940219872452	0.00422031329987127	-0.488566664520255	0.625148518394437	0.896	0.896
ASGR1	-0.000634558085927806	0.999365643203476	0.00601150008800767	-0.105557361164093	0.915933556535637	0.092	0.092
ASPG	-0.00332841755685747	0.996677115484399	0.00917987843834347	-0.362577519867256	0.716920505674089	0.279	0.279
ASPH	1.96820232520673e-05	1.00001968221694	1.32173502590588e-05	1.4891050676801	0.136459703553068	0.074	0.074
ASS1	3.44200160245313e-05	1.0000344206084	2.69330046998129e-05	1.27798648565826	0.2012541914071	0.121	0.121
ASTL	-0.0363938013279794	0.96426049164267	0.0177592822939943	-2.04928333957993	0.040434416820001	0.198	0.198
ASTN2	-0.000430234657730466	0.999569857879928	0.000268586703089215	-1.60184645323844	0.109189567842863	0.218	0.218
ATAD3C	-0.000708568647720296	0.999291682327763	0.000475879711475929	-1.48896586812388	0.136496356868853	0.917	0.917
ATAD5	0.000256346510336867	1.00025637936991	0.00067131971157701	0.381854585700572	0.702569227571908	0.632	0.632
ATF4	1.16799088879541e-05	1.0000116799771	2.91888794957525e-05	0.400149272247801	0.689046575038761	0.516	0.516
ATP13A4	0.000118872605442043	1.00011887967107	0.000213237013776163	0.557467033217906	0.577208377084467	0.896	0.896
ATP13A5	0.000678046731538942	1.00067827665719	0.000284534169721145	2.38300634403051	0.0171718983997005	0.784	0.784
ATP6AP1L	-0.000862306785107347	0.999138064894547	0.00221845496717589	-0.388696997624914	0.697500303612244	0.363	0.363
ATP6V0A4	0.000257102610138474	1.00025713566385	0.000173884653635407	1.47858137428019	0.139252233762846	0.086	0.086
ATP6V0D2	6.96081754262647e-05	1.00006961059813	0.000545210166821278	0.127672188932388	0.898408399959827	0.456	0.456
ATP6V1B1	-0.000326259210338318	0.99967379400641	0.000152538398190569	-2.13886610983496	0.0324465134484734	0.102	0.102
ATP6V1C2	6.77390720422075e-05	1.00006774136638	0.000267519747489999	0.253211483181218	0.800104793313653	0.27	0.27
ATP8A1	0.000126603482001551	1.00012661149656	0.000212821141501532	0.594882073784194	0.551922300727055	0.74	0.74
ATP8A2	0.000966974424149144	1.00096744209465	0.000385063497887071	2.51120770848223	0.0120318879339585	0.638	0.638
ATP8B2	9.8030535637509e-05	1.00009803534079	0.00016433829170421	0.59651670113471	0.55083010013412	0.347	0.347
AXL	8.33013627997876e-06	1.00000833017098	0.000131285686812938	0.0634504528421891	0.949407812596866	0.935	0.935
AZGP1	-8.30448905415163e-07	0.999999169551439	2.58978804554448e-06	-0.320662884688143	0.748465876818815	0.614	0.614
B3GALT4	-0.0013347849700744	0.998666105459163	0.00067145247049815	-1.98790685673421	0.0468219922817522	0.397	0.397
B3GNT3	0.000374592768222264	1.00037466293685	0.000224634487921155	1.66756570502097	0.0954019709837953	0.435	0.435
B3GNT8	-0.000684866876364533	0.999315367591425	0.00119524778814747	-0.572991544645329	0.566650419000757	0.151	0.151
B4GALNT1	-0.000206708667257982	0.999793312695507	0.000574912768847326	-0.359547880059132	0.719185265951085	0.644	0.644
BAGE	-0.000511220145698407	0.999488910505056	0.00754672475928413	-0.0677406639309978	0.945992078502454	NaN	NaN
BAIAP2L2	0.000491206461275459	1.00049132712292	0.000644462940977593	0.762195046514765	0.445943602081052	0.646	0.646
BARHL1	0.0311668095438331	1.03165757986446	0.0419780414166789	0.742455066792367	0.457811666282878	NaN	NaN
BATF2	-0.000446057236339436	0.9995540422324	0.000348989537452075	-1.27813928061007	0.201200320901638	0.752	0.752
BBC3	-0.000989956235526509	0.999010533609493	0.00051267411246454	-1.93096591276584	0.0534872679833722	0.522	0.522
BCAM	-2.38907172503847e-05	0.999976109568131	1.54199012127649e-05	-1.54934308078495	0.121299268730086	0.281	0.281
BCHE	1.56967535577349e-05	1.00001569687675	2.77514086520634e-05	0.565620064715808	0.571652085006242	0.211	0.211
BCL2	-5.69615395216535e-05	0.999943040082756	5.23865064671059e-05	-1.08733228006758	0.276889987582261	0.042	0.042
BCL2L14	-0.0016370905862584	0.998364248715583	0.00111826511338182	-1.46395569947414	0.143206052996187	0.008	0.008
BDH2	-0.00046462321768001	0.999535484702972	0.000312893481872544	-1.4849245657002	0.137563807752598	0.418	0.418
BDKRB1	-0.00228506737623284	0.997717541402767	0.00468517716690788	-0.487722725273362	0.625746252797242	0.702	0.702
BEND5	-0.00560406987785168	0.994411603629601	0.0020494866463107	-2.73437735636854	0.00624983731523021	0.001	0.001
BEST1	-0.00723496049860434	0.992791148823521	0.00390470141326773	-1.85288444182205	0.0638989235433103	0.364	0.364
BEX4	0.000103739844821525	1.00010374522599	0.000151074499863986	0.686680048022159	0.492284372663999	0.845	0.845
BFSP2	-0.00948942260600407	0.990555459882862	0.00693207815946108	-1.36891454304402	0.171025989221857	0.083	0.083
BHLHA15	0.00404474526165786	1.00405293628358	0.00513941505423931	0.787004983830115	0.431278948677844	0.502	0.502
BHLHE22	0.000735495448790958	1.00073576599189	0.000311482174897897	2.36127620796295	0.0182121604155325	0.218	0.218
BHLHE40	-3.58082560155545e-05	0.999964192385092	1.55677161490898e-05	-2.30016115868402	0.0214390914390732	0.26	0.26
BHLHE41	-8.32814806303271e-05	0.999916721987176	7.29580821764851e-05	-1.14149766750817	0.253662882086917	0.006	0.006
BIK	0.000517423782541204	1.00051755766932	0.000334681378582798	1.54601903676931	0.12209997034147	0.621	0.621
BIN2	-0.000919196743402334	0.999081225588512	0.000469190295933839	-1.95911286181407	0.0500995708697219	0.061	0.061
BLK	-0.00149637189273801	0.998504747113463	0.00139807144989037	-1.07031145858485	0.284479138374171	0.001	0.001
BLNK	-0.000642511856835899	0.999357694509707	0.000414655737637875	-1.54950673176749	0.121259954525884	0.245	0.245
BMF	0.000479185577383213	1.00047930040513	0.000155567217203797	3.08024779253759	0.0020682844101636	0.897	0.897
BMP1	0.000196384769222665	1.00019640405397	7.35907105839771e-05	2.66860813904715	0.00761662552804887	0.829	0.829
