CDKN2B (pp) TNRC6C	0.662607	0.341484	0.668029	0.256342	0.931647	0.420754	0.917025	0.265540	0.312452	0.100110	0.021343	0.029070
RPL27 (pp) SPCS3	0.990866	0.833593	0.319211	0.631842	0.969465	0.336797	0.848829	0.573066	0.087968	0.240788	0.107180	0.283135
KCNQ2 (pp) NFASC	0.510890	0.628808	0.549741	0.520170	0.707024	0.727378	0.844013	0.232188	0.890137	0.867972	0.162364	0.349212
KRBA2 (pp) RPS8	0.363165	0.698025	0.562378	0.706077	0.447864	0.384196	0.513510	0.001886	0.089166	0.497405	0.014022	0.503940
LYPLA1 (pp) PLA2G4B	0.890777	0.429969	0.751574	0.376989	0.671433	0.097226	0.574331	0.684965	0.223165	0.896392	0.405067	0.419056
PSIP1 (pp) SCG2	0.497584	0.078561	0.298274	0.743911	0.647545	0.567627	0.788532	0.747946	0.620539	0.887858	0.609155	0.871948
MED11 (pp) MED23	0.794340	0.308170	0.813134	0.339099	0.668037	0.244943	0.448797	0.029557	0.784116	0.502926	0.683450	0.810974
C5 (pp) S1PR2	0.171824	0.486754	0.060814	0.085609	0.438795	0.893639	0.304034	0.476117	0.332136	0.838362	0.921261	0.315048
GMNN (pp) PSMC2	0.731875	0.234004	0.981659	0.097294	0.968461	0.966672	0.419777	0.171241	0.186310	0.145388	0.649260	0.550993
NDUFAB1 (pp) NDUFB3	0.804653	0.892921	0.899931	0.558248	0.886024	0.302369	0.814576	0.316572	0.499402	0.215507	0.404118	0.167345
MBD3 (pp) POLR1C	0.637704	0.715895	0.299080	0.890610	0.947223	0.657371	0.289031	0.210629	0.846327	0.586153	0.741112	0.797385
TIMM10 (pp) TOMM7	0.641215	0.319880	0.501462	0.751054	0.969158	0.255981	0.401685	0.099171	0.570687	0.237610	0.024634	0.822533
SSR1 (pp) SSR3	0.960488	0.961731	0.957671	0.957593	0.978048	0.980857	0.829220	0.314019	0.855379	0.653323	0.847902	0.703972
LSM10 (pp) SNRPE	0.056963	0.696670	0.232049	0.894925	0.699242	0.392660	0.607212	0.622493	0.089000	0.521206	0.756202	0.170546
AP2A1 (pp) CLTC	0.452171	0.461242	0.645477	0.837435	0.769595	0.704755	0.912117	0.260451	0.334278	0.255997	0.714722	0.644375
DHX38 (pp) MAGOH	0.210677	0.270940	0.348561	0.775529	0.840150	0.563963	0.654504	0.383432	0.797588	0.792433	0.579733	0.579371
FGD2 (pp) RHOB	0.459783	0.328647	0.580579	0.133074	0.633575	0.057302	0.564143	0.040887	0.737696	0.172991	0.384455	0.484123
PHF5A (pp) RBP4	0.242630	0.068897	0.740682	0.419159	0.370262	0.311467	0.163619	0.484146	0.756373	0.436145	0.778554	0.831523
EGFR (pp) RASA1	0.045168	0.889279	0.523389	0.996728	0.598330	0.746245	0.493918	0.441904	0.198270	0.029810	0.010023	0.048565
RPL36AL (pp) RPL37	0.861925	0.806413	0.327769	0.374343	0.996848	0.330086	0.140361	0.882449	0.201687	0.101387	0.954339	0.632384
TLN1 (pp) TUBA4A	0.250527	0.437151	0.476957	0.323001	0.049773	0.202026	0.864183	0.265918	0.640247	0.524998	0.402660	0.326200
ATP5L (pp) COX6A1	0.691862	0.885344	0.521199	0.821683	0.955782	0.054274	0.016280	0.817323	0.441474	0.743578	0.817450	0.544258
HSD17B7 (pp) UGT1A6	0.434331	0.614897	0.858469	0.302734	0.863588	0.042753	0.043550	0.392438	0.928476	0.995018	0.199809	0.277315
IMPDH2 (pp) NT5E	0.969565	0.092478	0.564757	0.901970	0.959322	0.584840	0.341991	0.069670	0.256558	0.728503	0.309974	0.561183
MRPS7 (pp) RPL13A	0.898185	0.627710	0.599814	0.742419	0.974338	0.309686	0.345117	0.894570	0.651710	0.270572	0.859785	0.596830
FBXL3 (pp) UBB	0.818031	0.266766	0.310499	0.756572	0.954653	0.117988	0.502575	0.418605	0.649688	0.761800	0.058123	0.830589
PSMB5 (pp) PSMB7	0.816962	0.977285	0.869795	0.180275	0.989926	0.778846	0.375716	0.794022	0.777560	0.923881	0.643980	0.609368
NUP50 (pp) SRSF7	0.657077	0.289902	0.167456	0.543381	0.792505	0.406626	0.627240	0.013200	0.725658	0.372698	0.453569	0.313822
EIF5 (pp) RPL23A	0.787666	0.594310	0.060200	0.858159	0.982766	0.445809	0.369589	0.700253	0.372495	0.223213	0.466502	0.420613
TIMM8B (pp) UBB	0.682102	0.334995	0.413388	0.359471	0.920880	0.444742	0.634279	0.286850	0.794202	0.134778	0.438280	0.352619
PSMC1 (pp) PSMD13	0.960426	0.206946	0.709539	0.330324	0.976141	0.056837	0.087027	0.841056	0.435641	0.466190	0.199961	0.686763
NDUFA5 (pp) NDUFB1	0.943765	0.708212	0.355387	0.425109	0.889080	0.761071	0.049785	0.749060	0.327107	0.091772	0.555210	0.526370
RPL7 (pp) RPSAP58	0.855929	0.190719	0.526286	0.123896	0.952712	0.307424	0.128436	0.319983	0.665234	0.053611	0.491169	0.007269
NDUFA2 (pp) NDUFB6	0.779496	0.392077	0.356908	0.709039	0.719740	0.258257	0.709040	0.304779	0.343731	0.257050	0.361059	0.570188
RPL35A (pp) SNORD10	0.182674	0.174500	0.498136	0.206837	0.773215	0.661432	0.509736	0.619699	0.151485	0.497438	0.120750	0.548446
DHX38 (pp) SRSF7	0.564056	0.367022	0.667040	0.161591	0.815025	0.737772	0.347425	0.108975	0.218721	0.129457	0.464682	0.702410
ARHGEF12 (pp) MYO9A	0.728444	0.904449	0.770230	0.934423	0.395148	0.766257	0.648427	0.987012	0.478529	0.848020	0.773094	0.049414
RPLP1 (pp) SNORA68	0.737883	0.439648	0.057332	0.916767	0.823663	0.326274	0.135280	0.266449	0.365856	0.710321	0.014436	0.184426
UBQLN2 (pp) USP34	0.735511	0.425104	0.170167	0.389489	0.895277	0.339241	0.685266	0.548506	0.317506	0.866938	0.547513	0.595133
CHUK (pp) MALT1	0.298550	0.667300	0.621803	0.330314	0.926178	0.529071	0.372361	0.816653	0.152148	0.683326	0.397021	0.383751
PSMB3 (pp) PSMC1	0.940854	0.375680	0.477684	0.814792	0.956776	0.688932	0.162759	0.816408	0.104939	0.429639	0.193666	0.272283
C5AR1 (pp) TAS2R5	0.183130	0.601979	0.722643	0.680989	0.023430	0.004197	0.378426	0.054263	0.517986	0.829028	0.048052	0.158768
MAP2K4 (pp) PAK2	0.569059	0.505942	0.904630	0.863613	0.904206	0.734212	0.567276	0.329591	0.658803	0.523972	0.747820	0.394907
RPL30 (pp) RPS8	0.898161	0.891673	0.551660	0.229440	0.973183	0.891670	0.339649	0.972592	0.864191	0.144114	0.694095	0.924270
MRPL13 (pp) MRPL52	0.221778	0.259398	0.193110	0.297643	0.917430	0.192832	0.719084	0.425175	0.120094	0.069844	0.615757	0.358344
RPL31 (pp) RPS9	0.727624	0.432787	0.011923	0.295547	0.980912	0.042559	0.258942	0.547415	0.535521	0.507381	0.940973	0.539918
KIF2A (pp) XPO1	0.973103	0.920132	0.957218	0.864843	0.963371	0.876442	0.450710	0.614555	0.991775	0.988938	0.176087	0.980369
NT5C1B-RDH14 (pp) PDE1A	0.021094	0.749324	0.090444	0.107431	0.401877	0.412252	0.389613	0.050781	0.076551	0.418238	0.040440	0.178535
DUSP1 (pp) UBB	0.744107	0.702474	0.768264	0.461481	0.781798	0.189149	0.060206	0.843065	0.968495	0.322439	0.946185	0.014468
BABAM1 (pp) UIMC1	0.703174	0.594568	0.990528	0.229063	0.892342	0.053388	0.062859	0.210004	0.688309	0.092718	0.636083	0.918532
POLR2G (pp) SRSF5	0.236297	0.642902	0.317637	0.305079	0.917657	0.941562	0.420517	0.618510	0.232962	0.311529	0.525339	0.637158
AK4 (pp) NME6	0.046525	0.503488	0.500340	0.673363	0.818928	0.382676	0.449786	0.528438	0.197821	0.129647	0.769084	0.682815
PLCG1 (pp) PRKCG	0.937466	0.376573	0.122846	0.034521	0.781000	0.245692	0.164025	0.199794	0.695840	0.370850	0.273168	0.357530
ARF6 (pp) NME1	0.740968	0.759644	0.058937	0.759506	0.956033	0.274121	0.344150	0.098735	0.799610	0.411936	0.536331	0.198314
NT5C1B-RDH14 (pp) UPP1	0.825064	0.541546	0.570629	0.341037	0.688298	0.044776	0.552599	0.440402	0.190452	0.123703	0.432593	0.475231
CFDP1 (pp) EAF1	0.890484	0.385889	0.678634	0.544523	0.974997	0.088314	0.864486	0.520401	0.008523	0.609806	0.213437	0.713032
KGFLP2 (pp) MMP9	0.267149	0.114336	0.315891	0.491589	0.114055	0.009346	0.336575	0.215483	0.803556	0.150641	0.554075	0.210265
BMP2 (pp) SMAD6	0.187661	0.780052	0.658059	0.873840	0.620224	0.115900	0.066718	0.116539	0.484690	0.296258	0.256808	0.090584
MRPL16 (pp) RPL10A	0.911579	0.788845	0.181663	0.297728	0.959083	0.525998	0.669801	0.756936	0.784505	0.330170	0.106639	0.009736
ADCY10 (pp) ITPA	0.613306	0.180112	0.305828	0.451020	0.161616	0.231977	0.913602	0.201760	0.360545	0.924040	0.662997	0.688287
CDC40 (pp) NUP43	0.999472	0.792915	0.296316	0.959361	0.982586	0.973436	0.852058	0.411029	0.175439	0.525683	0.387148	0.685190
HDAC10 (pp) HDAC8	0.059288	0.345192	0.446633	0.412057	0.320822	0.786259	0.505335	0.888781	0.251284	0.478449	0.499875	0.384341
EIF5 (pp) RPL26	0.698576	0.870410	0.410819	0.967053	0.961779	0.358756	0.692682	0.688405	0.644800	0.750599	0.512053	0.685685
RPL11 (pp) RPSAP58	0.808396	0.895247	0.232283	0.554475	0.896577	0.387680	0.794516	0.229898	0.463996	0.622610	0.810693	0.223713
HELZ2 (pp) MED13	0.688997	0.162544	0.478824	0.305943	0.924511	0.642007	0.636877	0.934274	0.320495	0.620789	0.767888	0.351163
NME1 (pp) NTPCR	0.720794	0.638188	0.517286	0.815114	0.988582	0.190198	0.546513	0.267462	0.850532	0.409085	0.255000	0.833228
CNOT6L (pp) EIF4E	0.907518	0.676993	0.972548	0.927690	0.894577	0.553219	0.128881	0.423158	0.543276	0.109255	0.640726	0.892769
DMD (pp) SNTB1	0.889910	0.512286	0.295558	0.062620	0.249520	0.643613	0.413591	0.014843	0.066566	0.315862	0.328989	0.978211
BMP2 (pp) TAB2	0.049808	0.433384	0.564975	0.644086	0.435985	0.376077	0.542203	0.584326	0.717855	0.466428	0.118175	0.008670
FHIT (pp) JUN	0.649716	0.377724	0.380390	0.864935	0.614862	0.723864	0.229059	0.852747	0.244670	0.506983	0.669065	0.175446
FANCM (pp) WRN	0.595105	0.799062	0.755625	0.905187	0.695486	0.180587	0.584574	0.376858	0.627796	0.191820	0.318889	0.776865
CCL28 (pp) SSTR2	0.067855	0.801845	0.031753	0.024574	0.209861	0.137208	0.578545	0.737731	0.903684	0.314935	0.398650	0.348463
PRPS2 (pp) UBB	0.602857	0.335992	0.449305	0.276758	0.936455	0.186952	0.029357	0.547322	0.237745	0.712491	0.418545	0.596739
NDNL2 (pp) SMC5	0.690883	0.357256	0.561859	0.506732	0.402224	0.669825	0.062669	0.278244	0.234277	0.687412	0.102135	0.311420
CCR7 (pp) RGS10	0.149989	0.114359	0.205691	0.068188	0.176114	0.149283	0.640313	0.898765	0.871192	0.208842	0.455185	0.670532
MRPL16 (pp) RPS16	0.983020	0.531639	0.239919	0.649868	0.967762	0.132329	0.824809	0.550249	0.108361	0.375781	0.161800	0.216280
ARHGEF12 (pp) TIAM2	0.707720	0.403843	0.782227	0.691371	0.108470	0.429086	0.185432	0.924613	0.631788	0.061039	0.335317	0.491594
RPL28 (pp) RPL35A	0.375178	0.599837	0.080218	0.510626	0.970723	0.542103	0.102870	0.985571	0.079325	0.678602	0.126694	0.284112
EXOC6 (pp) RALA	0.579831	0.930813	0.769405	0.467177	0.989322	0.666834	0.588423	0.130124	0.900997	0.574208	0.455293	0.777043
RBKS (pp) TKTL2	0.991048	0.013957	0.602893	0.118256	0.602986	0.537491	0.310830	0.406405	0.569619	0.480034	0.203414	0.709359
SSR2 (pp) UBB	0.688980	0.853640	0.470238	0.906077	0.981380	0.804807	0.777803	0.747620	0.946324	0.640947	0.232628	0.574407
DDOST (pp) SNORA64	0.955861	0.042510	0.717309	0.626552	0.967050	0.106797	0.307862	0.304231	0.389178	0.346986	0.250543	0.176464
GNAT1 (pp) GNAZ	0.478129	0.558668	0.257111	0.553871	0.536882	0.653272	0.818322	0.186272	0.322172	0.069032	0.153111	0.694411
AK1 (pp) NME5	0.870168	0.038896	0.163359	0.118915	0.281250	0.623853	0.033349	0.063284	0.456708	0.894466	0.456808	0.408367
MRPL22 (pp) RPL13A	0.855657	0.316282	0.875349	0.264102	0.822590	0.259451	0.624482	0.409759	0.189613	0.093877	0.894904	0.311705
FKBP1A (pp) YY1	0.793638	0.885985	0.322219	0.659147	0.960322	0.960928	0.935954	0.595657	0.294716	0.084510	0.107640	0.480045
KCNB1 (pp) PRKACB	0.815734	0.266636	0.779444	0.445590	0.511539	0.147380	0.076612	0.558975	0.386300	0.210046	0.480637	0.778432
DCTN2 (pp) NEK2	0.430211	0.845483	0.690357	0.001490	0.288466	0.870932	0.667344	0.109974	0.142326	0.027268	0.299922	0.604171
RAN (pp) RGPD1	0.476754	0.246778	0.136371	0.879070	0.396358	0.485453	0.654973	0.762897	0.165330	0.853602	0.782050	0.750575
ARIH1 (pp) EIF4E3	0.985762	0.262167	0.855020	0.950661	0.916738	0.676494	0.803076	0.323634	0.923154	0.036916	0.323645	0.376332
PHF5A (pp) SNRPF	0.828075	0.672754	0.878029	0.025828	0.992246	0.743695	0.516336	0.438325	0.108010	0.158837	0.837961	0.315550
PAX5 (pp) TCF3	0.673907	0.231222	0.287588	0.228360	0.195501	0.445219	0.662069	0.017733	0.673416	0.108209	0.859049	0.084273
DYNLL1 (pp) SNX4	0.737701	0.148303	0.395546	0.061261	0.840819	0.671236	0.299591	0.786489	0.114309	0.222248	0.615609	0.893766
NAMPT (pp) PRKAA2	0.083496	0.119254	0.303523	0.860169	0.188083	0.140699	0.763654	0.029136	0.462562	0.666175	0.607860	0.411298
NR2F2 (pp) RORA	0.580947	0.198933	0.170847	0.407032	0.962360	0.692678	0.081405	0.694976	0.211608	0.364538	0.688668	0.243201
CDK6 (pp) TNRC6B	0.680520	0.709227	0.047903	0.926589	0.718823	0.978117	0.462583	0.346534	0.854444	0.489745	0.823500	0.251960
PPAT (pp) PRPS1L1	0.298088	0.395551	0.756879	0.990961	0.625730	0.964416	0.491846	0.004950	0.467977	0.870265	0.608369	0.146818
DMC1 (pp) RPA2	0.306225	0.520944	0.457317	0.497855	0.406468	0.207258	0.467475	0.307723	0.219841	0.651335	0.767790	0.149187
AK1 (pp) PDE1A	0.215902	0.835106	0.486174	0.335569	0.565524	0.859594	0.725214	0.263839	0.743879	0.986274	0.695231	0.827543
CACNB1 (pp) CACNG8	0.503478	0.371030	0.083058	0.576348	0.137346	0.386012	0.322696	0.219811	0.518089	0.170102	0.515839	0.309526
RPL10L (pp) RPS19	0.061605	0.537334	0.377491	0.652908	0.890863	0.746454	0.139818	0.838828	0.866051	0.562399	0.741824	0.717274
CDKN2A (pp) RBBP4	0.533177	0.754298	0.700523	0.657574	0.651415	0.586902	0.931996	0.092711	0.433002	0.857545	0.207123	0.928310
B4GALT6 (pp) GBA2	0.921134	0.060694	0.151902	0.375964	0.786258	0.045252	0.183160	0.409529	0.842130	0.611883	0.247123	0.387956
RAD18 (pp) UBB	0.609420	0.732711	0.156457	0.932468	0.952218	0.327981	0.494865	0.002437	0.314036	0.056151	0.105568	0.185212
MX1 (pp) OAS1	0.901760	0.037915	0.929792	0.846067	0.958095	0.608352	0.155791	0.688068	0.907816	0.712275	0.670901	0.407826
RPS28 (pp) SSR1	0.640347	0.701451	0.887459	0.857235	0.863301	0.510544	0.006407	0.084571	0.356697	0.845609	0.301793	0.839836
MAP3K2 (pp) RRAS2	0.726062	0.305694	0.794273	0.588752	0.894568	0.518493	0.266571	0.552641	0.823040	0.658756	0.743866	0.943873
PIK3CA (pp) PLCD4	0.052169	0.782314	0.497510	0.502820	0.607751	0.104904	0.903993	0.589154	0.695485	0.466078	0.151523	0.892066
MRPS11 (pp) RPL13A	0.854249	0.887608	0.524947	0.029368	0.921332	0.363344	0.021828	0.806994	0.293357	0.520506	0.343414	0.235259
GSTM5 (pp) GSTO2	0.657414	0.085573	0.789877	0.483018	0.478003	0.170033	0.213122	0.326017	0.390268	0.470629	0.730158	0.679776
DNAJC19 (pp) TOMM70A	0.586938	0.349325	0.767894	0.110711	0.901427	0.582635	0.077876	0.177881	0.500476	0.995308	0.802722	0.950702
SAP30L (pp) TTF1	0.454533	0.340809	0.597719	0.554483	0.250092	0.767052	0.695118	0.736180	0.000528	0.487652	0.384263	0.095247
PAN3 (pp) SNORA81	0.337675	0.655635	0.220275	0.861053	0.780942	0.183280	0.501274	0.850239	0.874533	0.416624	0.189946	0.844748
RPS19 (pp) RPS27L	0.746911	0.228405	0.007707	0.593994	0.973116	0.851069	0.297959	0.453346	0.813629	0.679517	0.619162	0.022062
AMPD2 (pp) PDE4D	0.028594	0.100362	0.875054	0.837943	0.920260	0.513206	0.591742	0.241939	0.487756	0.660392	0.115066	0.657850
PSMC1 (pp) UBE2E1	0.958035	0.490598	0.339306	0.601103	0.836957	0.717449	0.041810	0.196274	0.312269	0.077159	0.177083	0.282502
RPS6 (pp) SSR1	0.957085	0.451968	0.596362	0.618226	0.955577	0.705086	0.770883	0.493443	0.017539	0.010106	0.660464	0.701408
RPS12 (pp) SNORA68	0.764500	0.381114	0.712794	0.792309	0.958019	0.475232	0.220515	0.247195	0.310513	0.423502	0.167071	0.322101
EXOC6 (pp) STX4	0.410591	0.235555	0.106577	0.663086	0.866411	0.934175	0.080674	0.171289	0.555312	0.157649	0.878152	0.596155
GLI2 (pp) PTCH2	0.047092	0.303524	0.107032	0.080291	0.919006	0.278710	0.269988	0.131907	0.281855	0.237527	0.111251	0.101115
CALM1 (pp) GRIN1	0.522842	0.845080	0.331544	0.733015	0.843523	0.091804	0.893773	0.873946	0.556226	0.916444	0.558306	0.680500
RPL28 (pp) SSR2	0.835910	0.028540	0.545431	0.747994	0.969493	0.750425	0.131491	0.848607	0.789688	0.093994	0.256157	0.442697
LNPEP (pp) PSMB6	0.568843	0.631282	0.684925	0.787995	0.588707	0.995762	0.880019	0.775173	0.147494	0.696539	0.481565	0.288481
FOXN3 (pp) SNW1	0.861500	0.499341	0.864378	0.875035	0.942089	0.263081	0.009625	0.325650	0.440503	0.643192	0.166581	0.380961
DEPDC7 (pp) RHOV	0.234469	0.720187	0.230519	0.134903	0.632434	0.515064	0.658204	0.104483	0.017779	0.397120	0.006002	0.376177
AGRN (pp) CSPG5	0.243562	0.240541	0.158177	0.285912	0.927418	0.156286	0.582440	0.138087	0.089295	0.176563	0.157298	0.932417
POLR2F (pp) SF3B5	0.776191	0.733522	0.959889	0.894100	0.859792	0.236710	0.722408	0.135430	0.216067	0.057391	0.355821	0.421407
DDB2 (pp) RPA2	0.668955	0.039027	0.171892	0.874769	0.968983	0.483787	0.492474	0.452847	0.871786	0.257668	0.754212	0.662407
HNRNPU (pp) SRRM1	0.834786	0.848958	0.982799	0.519913	0.991913	0.963247	0.809719	0.428572	0.877814	0.226139	0.635720	0.166618
PPP1R12A (pp) ROCK1	0.944506	0.727692	0.934268	0.997801	0.934999	0.910293	0.827893	0.883911	0.985960	0.946937	0.083624	0.698248
NFIA (pp) POLR3K	0.561578	0.203732	0.279790	0.009495	0.439396	0.019840	0.732276	0.225947	0.897362	0.485691	0.734001	0.442700
AK8 (pp) NT5E	0.195876	0.490032	0.010410	0.292956	0.299619	0.013453	0.402550	0.341237	0.372997	0.417483	0.985214	0.083915
EIF3J (pp) RPL24	0.955260	0.575813	0.755882	0.977516	0.879668	0.487087	0.601563	0.842144	0.520769	0.178766	0.590508	0.706475
RPL24 (pp) RPL7A	0.621504	0.629873	0.376651	0.904571	0.994182	0.713513	0.399648	0.937430	0.728441	0.834233	0.543977	0.151150
DCTN4 (pp) DYNC2H1	0.863854	0.536657	0.503355	0.750858	0.686380	0.672434	0.441571	0.928302	0.307248	0.719113	0.877357	0.095264
IL3RA (pp) PTPN11	0.324159	0.448869	0.631546	0.779081	0.535633	0.072065	0.637468	0.074102	0.521122	0.629932	0.663133	0.576566
FCGR2A (pp) PLCG1	0.384500	0.960362	0.150488	0.157450	0.337042	0.049609	0.308868	0.267183	0.069392	0.144272	0.206933	0.484054
CDC42 (pp) PAFAH1B1	0.976374	0.152007	0.701661	0.858560	0.918914	0.876026	0.850205	0.574776	0.371654	0.317318	0.072088	0.053511
NODAL (pp) SMAD4	0.341459	0.240596	0.533366	0.811879	0.344138	0.061378	0.592297	0.707037	0.315342	0.161864	0.116825	0.231284
CENPF (pp) MAD2L1	0.912416	0.187267	0.745151	0.820315	0.582314	0.425133	0.724573	0.219439	0.808492	0.802672	0.977085	0.086469
CLP1 (pp) SRSF2	0.090479	0.569160	0.513043	0.306707	0.751815	0.080287	0.164995	0.512456	0.678176	0.297314	0.821159	0.220475
HAUS2 (pp) NEDD1	0.861851	0.436277	0.386935	0.938271	0.855964	0.898692	0.585757	0.131580	0.904946	0.433409	0.852629	0.602157
PMF1 (pp) PPP1CC	0.622333	0.237179	0.625768	0.939954	0.946083	0.568310	0.308926	0.558862	0.904675	0.026972	0.532915	0.359040
FGF13 (pp) SDC1	0.423970	0.128068	0.475017	0.660072	0.973491	0.197280	0.576528	0.641777	0.179543	0.363154	0.659209	0.747219
RPS20 (pp) RPS25	0.854546	0.637358	0.382719	0.501629	0.988347	0.514330	0.164983	0.916271	0.196244	0.030285	0.236884	0.292463
RPL27A (pp) RPS9	0.625092	0.503721	0.017146	0.147141	0.994967	0.008778	0.263923	0.754527	0.611316	0.761928	0.771548	0.569010
RPLP1 (pp) SNORD10	0.952193	0.357714	0.215272	0.569052	0.484152	0.490785	0.790031	0.320873	0.817815	0.169047	0.355222	0.556063
NDUFA10 (pp) NDUFB8	0.821657	0.773094	0.731171	0.905286	0.964757	0.793024	0.398469	0.219792	0.584134	0.834393	0.150052	0.827094
MRPL11 (pp) SNORA68	0.979287	0.025712	0.117503	0.846786	0.995153	0.308156	0.705760	0.057406	0.506864	0.276846	0.711594	0.229737
FLT4 (pp) PLCG1	0.308565	0.223565	0.317008	0.552529	0.707582	0.677591	0.254659	0.281179	0.343390	0.319655	0.481378	0.415644
RPL27A (pp) RPS24	0.779853	0.771194	0.678789	0.513279	0.994738	0.931022	0.601118	0.421142	0.414530	0.357664	0.770737	0.613533
MPL (pp) SOCS1	0.496310	0.947442	0.397843	0.211121	0.625857	0.371186	0.363383	0.618470	0.160091	0.371506	0.271849	0.347266
PABPN1 (pp) POLR2J	0.281029	0.591872	0.221167	0.554767	0.974612	0.838800	0.197098	0.014725	0.273935	0.019830	0.443509	0.530020
RPL23 (pp) RPS21	0.764290	0.735825	0.880439	0.570106	0.994094	0.216833	0.222733	0.817735	0.676736	0.277860	0.959281	0.031164
ACTN3 (pp) CAMK2G	0.235690	0.070067	0.551115	0.556043	0.965946	0.785844	0.789401	0.276184	0.032265	0.243264	0.240783	0.646624
C3 (pp) HTR1D	0.537662	0.735559	0.780842	0.275653	0.254323	0.652446	0.181843	0.608255	0.773003	0.524792	0.242084	0.052818
RPL26L1 (pp) RPL37A	0.987966	0.832998	0.368048	0.090538	0.995620	0.635217	0.208254	0.523626	0.548332	0.785014	0.199251	0.426455
RPL27A (pp) RPL36AL	0.863287	0.869228	0.469592	0.357614	0.999499	0.397785	0.686214	0.741069	0.703604	0.055044	0.871675	0.847077
ILK (pp) PPP1R12A	0.881295	0.930495	0.476595	0.961187	0.954589	0.618850	0.691820	0.089393	0.671246	0.331792	0.496806	0.495401
RPL21 (pp) RPS14	0.400193	0.443397	0.853496	0.492901	0.050867	0.379791	0.125678	0.426188	0.410620	0.071546	0.772047	0.757282
EPOR (pp) KITLG	0.362242	0.069163	0.162992	0.706939	0.030255	0.547506	0.508154	0.222935	0.241891	0.317393	0.877851	0.931529
PIK3R2 (pp) PLCB2	0.250456	0.379120	0.923112	0.265181	0.065450	0.190933	0.612483	0.470554	0.281814	0.427425	0.360499	0.857795
PPP1CC (pp) RAD21	0.830846	0.711297	0.870571	0.938134	0.998525	0.802211	0.987154	0.053424	0.880219	0.341865	0.912031	0.825450
BMP6 (pp) BMPR1A	0.098270	0.756304	0.127020	0.771338	0.273509	0.056366	0.189117	0.416716	0.179681	0.024419	0.362192	0.043678
EIF5 (pp) RPS6	0.728616	0.622439	0.428147	0.728833	0.961307	0.598386	0.879577	0.661685	0.508102	0.323769	0.545465	0.801498
POLR2G (pp) SF3B14	0.491898	0.635106	0.510097	0.188587	0.990811	0.719344	0.526376	0.243865	0.013363	0.256499	0.025976	0.046719
GAN (pp) SPOPL	0.740778	0.679762	0.855120	0.910411	0.964983	0.817440	0.691616	0.532580	0.972614	0.814568	0.870768	0.198807
NEDD1 (pp) PRKAR2B	0.702686	0.318486	0.719867	0.451363	0.980777	0.549035	0.907030	0.415368	0.992889	0.606305	0.921565	0.653291
PPP2CB (pp) RPL35A	0.796479	0.032540	0.323823	0.059100	0.928141	0.957246	0.553454	0.922044	0.048035	0.701675	0.503540	0.429212
TMPO (pp) UBB	0.889884	0.917969	0.201062	0.634899	0.919073	0.212873	0.253744	0.562391	0.550449	0.728800	0.528985	0.676257
RPL31 (pp) RPS3A	0.875828	0.995400	0.783699	0.027685	0.973354	0.347796	0.002679	0.166094	0.001770	0.798575	0.688655	0.800966
AGXT (pp) PIPOX	0.787296	0.497034	0.807927	0.092835	0.609869	0.863905	0.171748	0.799744	0.324491	0.489617	0.598663	0.470928
